                        Natural Gas Pipeline Projects,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,Project Name,Pipeline Operator Name,Project Type,Status,Completed Date,Year In Service Date,State(s),Beg_State,End_State,Region(s),Beg_Region,End_Region,Thru_Region, Cost (millions) , Miles ,Additional Capacity (MMcf/d),Pipeline Diameter (Inches),Pipeline Type,Authority,Docket Number,Crosses State Border,Project Notes,Demand Served,Website
6/26/2009,TW Gallup Expansion,Transwestern Pipeline Co,Expansion,Completed,5/1/2000,2000,"NM,CA",NM,CA,"Mountain, Pacific",Mountain,Pacific,,  13 ,,  136 ,30,Interstate,FERC,CP99-522,,,,
3/11/2010,TW Phoenix Lateral Project,Transwestern Pipeline Co,Expansion,Completed,2/20/2009,2009,AZ,AZ,AZ,Mountain,Mountain,Mountain,,  957 ,  284 ,  500 ,"24,36,42",Interstate,FERC,CP06-459,,,,
6/26/2009,TW Red Rock Expansion,Transwestern Pipeline Co,Expansion,Completed,6/17/2002,2002,"NM,AZ,CA",NM,CA,"Mountain, Pacific",Mountain,Pacific,,  93 ,,  120 ,30,Interstate,FERC,CP01-115,,,,
6/26/2009,TW Rewheel Project,Transwestern Pipeline Co,Expansion,Completed,11/19/2004,2004,"NM,TX",NM,TX,"Mountain, South Central",Mountain,South Central,,  0 ,,  10 ,24,Interstate,FERC,CP05-04,,,,
6/26/2009,TW San Juan 2005 Expansion,Transwestern Pipeline Co,Expansion,Completed,5/1/2005,2005,NM,NM,NM,Mountain,Mountain,Mountain,,  138 ,  73 ,  375 ,36,Interstate,FERC,CP04-104,,,,
6/26/2009,TW San Juan Eastward,Transwestern Pipeline Co,Expansion,Completed,12/1/1996,1996,"NM,TX",NM,TX,"Mountain, South Central",Mountain,South Central,,  15 ,,  170 ,30,Interstate,FERC,CP96-10,,,,
6/26/2009,TW San Juan Expansion B,Transwestern Pipeline Co,Expansion,Completed,4/1/1998,1998,NM,NM,NM,Mountain,Mountain,Mountain,,  5 ,,  200 ,28,Interstate,FERC,CP97-516,,,,
6/26/2009,TW San Juan Lateral Expansion,Transwestern Pipeline Co,Expansion,Completed,7/22/2008,2008,NM,NM,NM,Mountain,Mountain,Mountain,,  107 ,  25 ,  375 ,36,Interstate,FERC,CP06-459,,,,
6/26/2009,U.S. Gypsum Lateral,USG Pipeline Co.,Lateral,Completed,12/24/1998,1998,"TN,AL",TN,AL,"Midwest, South Central",Midwest,South Central,,  4 ,  15 ,  21 ,10,Interstate,FERC,CP97-202,,,,
1/24/2018,UGI Sunbury Pipeline,UGI Energy Services,Lateral,Completed,1/3/2017,2017,PA,PA,PA,Northeast,Northeast,Northeast,,  178 ,35,200,  20 , Interstate ,FERC,CP15-525,No,,,
7/8/2010,UNH Landfill gas-to-energy project,University New Hampshire,New Pipeline,Completed,4/15/2009,2009,NH,NH,NH,Northeast,Northeast,Northeast,,  15 ,12.7,26,  12 , Intrastate ,State,na,,,,
6/26/2009,Union Gas 2006 Expansion,Union Gas LTD,Expansion,Completed,11/1/2006,2006,ON,ON,ON,Canada,Canada,Canada,,  120 ,22,372,, Foreign ,NEB of Canada,na,,,,
6/26/2009,Union Gas 2007 Expansion,Union Gas LTD,Expansion,Completed,11/1/2007,2007,ON,ON,ON,Canada,Canada,Canada,,  80 ,11,488,, Foreign ,NEB of Canada,na,,,,
6/26/2009,Union Gas 2008 Expansion,Union Gas LTD,Expansion,Completed,11/15/2008,2008,ON,ON,ON,Canada,Canada,Canada,,,,  485 ,,Foreign,NEB of Canada,na,,,,
9/4/2015,Uniontown to Gas City Expansion Project (U2GC) (bi-directional),Texas Eastern Transmission,Reversal,Completed,8/28/2015,2015,"PA,OH,IN",PA,IN,"Northeast, Midwest",Northeast,Midwest,,  56 ,,425,, Interstate ,FERC,CP14-104,Yes,,,
8/30/2016,Utica Access Project,Columbia Gas Transmission,Lateral,Completed,9/30/2016,2016,WV,WV,WV,Northeast,Northeast,Northeast,,  45 ,5,205,, Interstate ,FERC,CP15-87,No,,,
12/17/2014,Utica Backhaul Transportation,Tennessee Gas Pipeline Co,Reversal,Completed,4/1/2014,2014,"OH,KY,TN,AL,MS",OH,MS,"Northeast, Midwest, South Central",Northeast,South Central,Midwest,  156 ,  -   ,  500 ,,Interstate,FERC,,,,,
7/9/2021,Valentine Chemicals Interconnect Project,Gulf South Pipeline,Lateral,Completed,7/6/2021,2021,LA,LA,LA,Midwest,South Central,South Central,,  0 ,,9,4,Interstate,FERC,CP20-193,No,"Establishes new delivery point to serve Valentine Chemicals located in Lafourche Parish, Louisiana",Industrial,
2/11/2019,Valley Crossing Pipeline (Nueces - Brownsville),Enbridge Energy Pipeline Co,New Pipeline,Completed,2/7/2019,2019,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,"  1,550 ",171.00,"2,600","42,48",Interstate,FERC,CP17-19,Yes,US side of Texas-Tuxpan project under construction in Mexico; border crossing got FERC approval to begin construction on 3/5/18,,
11/13/2018,Valley Expansion Project,WBI Energy Transmission,Expansion,Completed,10/31/2018,2018,"MN,ND",MN,ND,"Midwest, Mountain",Midwest,Mountain,,  57 ,  37 ,  33 ,16,Interstate,FERC,CP17-257,Yes,,,
6/26/2009,Vector 2007 Phase 1 Expansion,Vector Pipeline,Expansion,Completed,11/13/2007,2007,"IL,IN,MI,ON",IL,ON,"Midwest, Canada",Midwest,Canada,,  70 ,,245,  42 , Interstate ,FERC,CP06-29,,,,
7/22/2010,Vector Athens (ACS) Expansion,Vector Pipeline,Expansion,Completed,10/19/2009,2009,"IL,IN,MI,ON",IL,ON,"Midwest, Canada",Midwest,Canada,,  36 ,,105,, Interstate ,FERC,CP08-29,,,,
6/26/2009,Vector Pipeline (Canada Portion),Vector Pipeline,Expansion,Completed,11/30/2000,2000,"MI,ON",MI,ON,"Midwest, Canada",Midwest,Canada,,  24 ,  15 ,  720 ,42,Interstate,NEB of Canada,na,,,,
6/26/2009,Vector Pipeline (U.S. Portion),Vector Pipeline,New Pipeline,Completed,11/30/2000,2000,"IL,IN,MI,MI",IL,MI,Midwest,Midwest,Midwest,,  447 ,  329 ,  720 ,42,Interstate,FERC,CP98-133/131,,,,
6/26/2009,Venice Timbalier Extension,Venice Gas Gathering System LL,New Pipeline,Completed,11/1/1997,1997,GM,GM,GM,Gulf of Mexico,Gulf of Mexico,Gulf of Mexico,,  39 ,  52 ,  328 ,24,Interstate,FERC,CP97-533,,,,
9/29/2013,VEPCO-Warren County Project,Columbia Gas Transmission,Expansion,Completed,10/1/2013,2013,VA,VA,VA,Northeast,Northeast,Northeast,,  34 ,2.5,246,  24 , Interstate ,FERC,CP11-490,,,,
6/26/2009,Viking 1999 Expansion,Viking Gas Transmission Co,Expansion,Completed,11/1/1999,1999,"MB,MN,WI",MB,WI,"Canada, Midwest",Canada,Midwest,,  21 ,  45 ,  28 ,24,Interstate,FERC,CP98-761,,,,
7/8/2010,Viking Fargo Lateral Expansion,Viking Gas Transmission Co,Expansion,Completed,10/1/2009,2009,"MN,ND",MN,ND,"Midwest, Mountain",Midwest,Mountain,,  15 ,  10 ,  38 ,12,Interstate,FERC,CP09-69,,,,
6/26/2009,Viking Northern Looping A,Viking Gas Transmission Co,Expansion,Completed,11/1/1996,1996,"MN,ND",MN,ND,"Midwest, Mountain",Midwest,Mountain,,,  14 ,  21 ,,Interstate,FERC,na,,,,
6/26/2009,Viking Northern Looping B,Viking Gas Transmission Co,Expansion,Completed,11/1/1996,1996,"SK,ND,MN",SK,MN,"Canada, Mountain, Midwest",Canada,Midwest,Mountain,  8 ,  14 ,  19 ,24,Interstate,FERC,CP96-32,,,,
6/26/2009,Viking System Integrity,Viking Gas Transmission Co,Expansion,Completed,10/12/2001,2001,"SK,ND,MN",SK,MN,"Canada, Mountain, Midwest",Canada,Midwest,Mountain,  4 ,  6 ,,24,Interstate,FERC,CP01-61,,,,
6/26/2009,Viking System-Wide Expansion,Viking Gas Transmission Co,Expansion,Completed,11/1/1997,1997,"MB,WI",MB,WI,"Canada, Midwest",Canada,Midwest,,  28 ,  150 ,  60 ,24,Interstate,FERC,CP97-93,,,,
12/16/2015,Virginia Southside Expansion,Transcontinental Gas Pipeline,Expansion,Completed,8/27/2015,2015,"VA,NC",VA,NC,"Northeast, Southeast",Northeast,Southeast,,  300 ,  100 ,  270 ,24,Interstate,FERC,CP13-30,No,,,
1/24/2018,Virginia Southside Expansion Project II,Transcontinental Gas Pipeline,Lateral,Completed,12/4/2017,2017,VA,VA,VA,Northeast,Northeast,Northeast,,  191 ,  5 ,  250 ,24,Interstate,FERC,CP15-118,No,,,
4/6/2021,VNG Interconnect,Virginia Natural Gas,Expansion,Cancelled,,na,VA,VA,VA,Northeast,Northeast,Northeast,,  205 ,10,245,,Intrastate,SCC,,No,Pipeline expansion to an interconnect with Transco. Project also involves a new compressor station in Prince William county and upgrades to the Mechanicsville metering station.,,
6/26/2009,VNG Saltville Link P-25 Line,Virginia Gas Co,Lateral,Completed,6/30/2001,2001,VA,VA,VA,Northeast,Northeast,Northeast,,  15 ,  72 ,  30 ,20,Intrastate,State,na,,,,
10/9/2020,VNG Suffolk No. 3 Meter Station Expansion Project,Columbia Gas Transmission,Expansion,Completed,10/6/2020,2020,VA,VA,VA,Northeast,Northeast,Northeast,,  6 ,,8,,Intrastate,FERC,CP19-51,No,Increase deliverability to customers in SE Virginia,LDC,
6/26/2009,Wamsutter Expansion Project,Questar Overthrust Pipeline Co,Expansion,Completed,12/1/2007,2007,WY,WY,WY,Mountain,Mountain,Mountain,,  202 ,77,750,  36 , Interstate ,FERC,CP06-423,,,,
4/9/2021,Wamsutter West Expansion,Dominion Energy Overthrust Pipeline,Expansion,Completed,11/1/2020,2020,WY,WY,WY,Mountain,Mountain,Mountain,,  5 ,,  120 ,"12, 24",Interstate,FERC,CP20-448,No,"Increase deliverability from Overthurs pipeline to Kern River Gas Transportation at Opal, WY",,
1/24/2018,Waynoka Gas Supply Lateral Project,Southern Star Central Gas Pipeline,Expansion,Cancelled,,,OK,OK,OK,South Central,South Central,South Central,,  50 ,14.00,225,36,Interstate,FERC,CP14-15,No,,,
11/13/2018,WB (West Bound) Xpress (East),Columbia Gas Transmission,Expansion,Completed,11/15/2018,2018,"WV,VA,MD",WV,MD,Northeast,Northeast,Northeast,,  780 ,  29 ,  500 ,,Interstate,FERC,CP16-38,Yes,2 new compressors; upgrades to 3 existing stations,,
10/4/2018,WB (West Bound) Xpress (west),Columbia Gas Transmission,Expansion,Completed,10/4/2018,2018,WV,WV,WV,Northeast,Northeast,Northeast,,  780 ,  29 ,  800 ,,Interstate,FERC,CP16-38,No,,,
6/26/2009,WB Billy Creek Compressor Expansion,Williston Basin Interstate PL,Expansion,Completed,12/17/1999,1999,WY,WY,WY,Mountain,Mountain,Mountain,,  0 ,,  8 ,,Interstate,FERC,CP99-242,,,,
6/26/2009,WB East/West Mondak Subsystem Expansion,Williston Basin Interstate PL,Expansion,Completed,11/1/2008,2008,"WY,ND",WY,ND,Mountain,Mountain,Mountain,,  7 ,,40.8,, Interstate ,FERC,CP08-154,,,,
6/26/2009,WB Grasslands Expansion II,Williston Basin Interstate PL,Expansion,Completed,12/1/2007,2007,"MT,ND",MT,ND,Mountain,Mountain,Mountain,,  6 ,,41,, Interstate ,FERC,CP07-131,,,,
7/8/2010,WB Grasslands Expansion III,Williston Basin Interstate PL,Expansion,Completed,8/31/2009,2009,"MT,ND",MT,ND,Mountain,Mountain,Mountain,,  28 ,,  75 ,,Interstate,FERC,CP09-39,,,,
6/26/2009,WB Grasslands Project I,Williston Basin Interstate PL,New Pipeline,Completed,12/1/2003,2003,"WY,MT,ND",WY,ND,Mountain,Mountain,Mountain,,  79 ,  253 ,  80 ,"8,16",Interstate,FERC,CP02-37,,,,
6/26/2009,WB Line Section 14 Expansion,Williston Basin Interstate PL,Expansion,Completed,12/1/2000,2000,"WY,MT",WY,MT,Mountain,Mountain,Mountain,,  6 ,  45 ,  40 ,12,Interstate,FERC,na,,,,
6/26/2009,WB Portal Expansion (Import Station),Williston Basin Interstate PL,Expansion,Completed,11/10/1999,1999,"SK,ND",SK,ND,"Canada, Mountain",Canada,Mountain,,,,  18 ,,Interstate,FERC,CP92-741,,,,
6/26/2009,WB Sheyenne Expansion Project,Williston Basin Interstate PL,Expansion,Completed,10/15/2008,2008,ND,ND,ND,Mountain,Mountain,Mountain,,  8 ,  1 ,  11 ,8,Interstate,FERC,CP08-89,,,,
6/26/2009,We Fox Valley Lateral,We Energies Inc,Lateral,Completed,11/20/2008,2008,WI,WI,WI,Midwest,Midwest,Midwest,,  15 ,  13 ,  100 ,"12,16,20",Intrastate,State,na,,,,
6/26/2009,We Hartford/Westend Lateral,We Energies Inc,Lateral,Completed,11/20/2008,2008,WI,WI,WI,Midwest,Midwest,Midwest,,  14 ,  13 ,  50 ,8,Intrastate,State,na,,,,
6/26/2009,We Ixonia Lateral,We Energies Inc,Lateral,Completed,12/1/2003,2003,WI,WI,WI,Midwest,Midwest,Midwest,,  97 ,  35 ,  515 ,30,Intrastate,State,na,,,,
6/26/2009,We Port Washington Lateral,We Energies Inc,Lateral,Completed,12/6/2004,2004,WI,WI,WI,Midwest,Midwest,Midwest,,  46 ,  17 ,  143 ,"24,20",Intrastate,State,na,,,,
11/20/2013,West Leg 2014 Expansion,Northern Natural Gas Co,Expansion,Completed,9/12/2014,2014,NE,NE,NE,Mountain,Mountain,Mountain,,  70 ,  7 ,  88 ,20,Interstate,FERC,CP13-528,,,,
11/20/2015,West Leg 2015 Expansion,Northern Natural Gas Co,Expansion,Completed,10/31/2015,2015,NE,NE,NE,Mountain,Mountain,Mountain,,  16 ,13,31,, Interstate ,FERC,CP15-61,No,,,
6/25/2021,West Loop Project,Dominion Energy Transmission Co,Expansion,Completed,6/9/2021,2021,"PA, OH",PA,OH,Northeast,Northeast,Northeast,,  94 ,  5 ,150,36,Interstate,FERC,CP19-26,Yes,"Deliver gas from PA to 1 GW combined cycle power plant in Columbiana County, OH",Electric,https://www.dominionenergy.com/company/natural-gas-projects/west-loop
4/6/2012,West Side Expansion Project (Smithfield III),Columbia Gas Transmission,Reversal,Completed,10/27/2014,2014,"PA,WV,KY",PA,KY,"Northeast, Midwest",Northeast,Midwest,,  81 ,,444,, Interstate ,FERC,CP13-477,,,,
6/26/2009,West Texas Gas Export Expansion,West Texas Gas Co,Expansion,Completed,2/14/2003,2003,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  0 ,  1 ,  9 ,12,Interstate,FERC,CP02-382,,,,
10/18/2019,Westbrook Xpress Project Phase 1,Portland Natural Gas Transmission System,Expansion,Completed,7/9/2019,2019,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,  -   ,,42,,Interstate,FERC,CP19-32,Yes,No new construction; Presidential Permit seeks to raise import/export capacity to 316.6908 MMcf/d  (assume date certificate issued is completion for orders),,http://maritimesenergy.com/flow/uploads/MonctonNaturalGasSupplyALL.pdf 
10/21/2021,Westbrook Xpress Project Phase 2,Portland Natural Gas Transmission System,Expansion,Completed,10/21/2021,2021,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,  117 ,,63,,Interstate,FERC,CP20-16,Yes,"Phases 2 and 3 approved together.  In total, 81 MMcf/d increase on PNGTS and 50 MMcf/d increase on Maritimes Northeast",,http://maritimesenergy.com/flow/uploads/MonctonNaturalGasSupplyALL.pdf 
10/31/2021,Westbrook Xpress Project Phase 3,Portland Natural Gas Transmission System,Expansion,Completed,10/21/2021,2021,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,,,18,,Interstate,FERC,CP20-16,Yes,"Phases 2 and 3 approved together.  In total, 81 MMcf/d increase on PNGTS and 50 MMcf/d increase on Maritimes Northeast",,http://maritimesenergy.com/flow/uploads/MonctonNaturalGasSupplyALL.pdf 
7/6/2020,Western Energy Storage and Transportation (WEST) Header Project,Magnum Gas Storage LLC,New Pipeline,Cancelled,,na,"UT,NV,AZ,MX",UT,MX,"Mountain, Mexico",Mountain,Mexico,,,  650 ,"2,000","24,36,42,48",Interstate,FERC,,Yes,"Connect Magnum Storage facility to western hubs, Permian supplies, and Southern California market.  Bidirectional",,https://westhp.com/ 
8/30/2016,Western Kentucky Lateral Project,Texas Gas Transmission,Lateral,Completed,8/26/2016,2016,KY,KY,KY,Midwest,Midwest,Midwest,,  81 ,22.5,230,  24 , Interstate ,FERC,CP15-105,No,,,
1/24/2018,Western Marcellus Pipeline Project/Appalachian Connector,Transcontinental Gas Pipeline,Expansion,On Hold,,,"OH,WV,VA",OH,VA,Northeast,Northeast,Northeast,,  500 ,,"2,000",, Interstate ,FERC,na,Yes,,,
4/28/2017,WesTex Expansion,ONEOK WesTex Pipeline,Expansion,Completed,10/1/2016,2016,TX,TX,TX,South Central,South Central,South Central,, 70-100 ,,260,, Intrastate ,FERC,,No,,,
8/12/2019,Westlake Expansion Project,Gulf South Pipeline,Lateral,Completed,8/9/2019,2019,LA,LA,LA,South Central,South Central,South Central,,  56 ,0.30,200,16,Interstate,FERC,CP17-476,No,Primary purpose to supply Lake Charles Power Plant,Electric,
8/17/2021,Whistler Pipeline Project,WhiteWater,New Pipeline,Completed,7/1/2021,2021,TX,TX,TX,South Central,South Central,South Central,,,  620 ,"2,000","30,42",Intrastate,Texas RRC,,No,"Takeaway out of Permian/Waha to Agua Dulce, then up to Houston area; FID assumed to be approval",,
11/21/2023,Whistler Pipeline Expansion,"MPLX, WhiteWater",Expansion,Completed,9/30/2023,2023,TX,TX,TX,South Central,South Central,South Central,,,,500,,Intrastate,TX RRC,,No,Installation of three new compressor stations to increase mainline capacity,,"confirmed on earnings call, 10/31/2023"
10/11/2013,White Oak Lateral Project,Eastern Shore Natural Gas,Lateral,Completed,9/30/2014,2014,DE,DE,DE,Northeast,Northeast,Northeast,,  11 ,  6 ,  55 ,16,Interstate,FERC,CP13-498,,,,
8/31/2016,White Oak Mainline Expansion Project,Eastern Shore Natural Gas,Expansion,Completed,3/10/2017,2017,"PA,MD,DE",PA,DE,Northeast,Northeast,Northeast,,  35 ,7,45,  16 , Interstate ,FERC,CP15-18,Yes,,,
6/26/2009,White River Header Pipeline,Questar Pipeline,Expansion,Completed,11/15/2008,2008,CO,CO,CO,Mountain,Mountain,Mountain,,  58 ,  6 ,"  2,565 ",30,Interstate,FERC,CP08-398,,,,
1/21/2021,Wick Meter Station Project,Rover Pipeline,Expansion,Completed,7/15/2020,2020,WV,WV,WV,Northeast,Northeast,Northeast,,  5 ,,300,,Interstate,FERC,CP20-10,No,Takeaway capacity out of Marcellus; new interconnection with Equitrans system,,
7/22/2010,WIG Douglas Expansion Project,Wyoming Interstate Gas Co,Expansion,Completed,6/30/2009,2009,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  0 ,,55,, Interstate ,FERC,CP08-468,,,,
6/26/2009,WIG Eastward Expansion,Wyoming Interstate Gas Co,Expansion,Completed,8/1/1997,1997,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  40 ,,  192 ,36,Interstate,FERC,CP96-288,,,,
6/26/2009,WIG Echo Springs Lateral,Wyoming Interstate Gas Co,Lateral,Completed,11/1/2004,2004,WY,WY,WY,Mountain,Mountain,Mountain,,  12 ,  5 ,  110 ,16,Interstate,FERC,CP04-90,,,,
6/26/2009,WIG Kanda Lateral Phase 1,Wyoming Interstate Gas Co,Expansion,Completed,12/1/2007,2007,"UT,WY",UT,WY,Mountain,Mountain,Mountain,,  61 ,  52 ,  406 ,24,Interstate,FERC,CP07-14,,,,
6/26/2009,WIG Kanda Lateral Phase 2,Wyoming Interstate Gas Co,Expansion,Completed,12/26/2007,2007,"UT,WY",UT,WY,Mountain,Mountain,Mountain,,  60 ,  72 ,,24,Interstate,FERC,CP07-14,,,,
6/26/2009,WIG Laramie Compressor Expansion,Wyoming Interstate Gas Co,Expansion,Completed,10/12/1998,1998,WY,WY,WY,Mountain,Mountain,Mountain,,  15 ,,  52 ,,Interstate,FERC,CP98-128,,,,
6/26/2009,WIG Mainline Expansion,Wyoming Interstate Gas Co,Expansion,Completed,2/5/2008,2008,WY,WY,WY,Mountain,Mountain,Mountain,,  22 ,,150,, Interstate ,FERC,CP07-14,,,,http://www.nexusgastransmission.com/content/project-overview-map 
6/26/2009,WIG Medicine Bow 00 Expansion,Wyoming Interstate Gas Co,Expansion,Completed,3/1/2000,2000,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  12 ,  6 ,  120 ,24,Interstate,FERC,CP99-624,,,,
6/26/2009,WIG Medicine Bow 08 Expansion,Wyoming Interstate Gas Co,Expansion,Completed,10/29/2008,2008,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  32 ,,330,, Interstate ,FERC,CP07-395,,,,
6/26/2009,WIG Medicine Bow Lateral,Wyoming Interstate Gas Co,Expansion,Completed,11/25/1999,1999,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  78 ,  149 ,  275 ,24,Interstate,FERC,CP99-102,,,,
6/26/2009,WIG Medicine Bow Loop Expansion,Wyoming Interstate Gas Co,Expansion,Completed,12/1/2001,2001,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  160 ,  155 ,  675 ,36,Interstate,FERC,CP00-471,,,,
7/8/2010,WIG Piceance Expansion Phase 1,Wyoming Interstate Gas Co,Expansion,Completed,12/24/2008,2008,CO,CO,CO,Mountain,Mountain,Mountain,,  46 ,,50,, Interstate ,FERC,CP08-403,,,,
7/8/2010,WIG Piceance Expansion Phase 2,Wyoming Interstate Gas Co,Expansion,Completed,9/30/2009,2009,CO,CO,CO,Mountain,Mountain,Mountain,,  42 ,45.6,179.5,, Interstate ,FERC,CP08-403,,,,
6/26/2009,WIG Piceance Line,Wyoming Interstate Gas Co,Expansion,Completed,4/28/2006,2006,"CO,WY",CO,WY,Mountain,Mountain,Mountain,,  136 ,142,350,  24 , Interstate ,FERC,CP05-54,,,,
6/26/2009,Wild Goose Lateral,Wild Goose Storage Inc,Lateral,Completed,11/20/2003,2003,CA,CA,CA,Pacific,Pacific,Pacific,,  20 ,  25 ,  700 ,30,Intrastate,State,na,,,,
9/7/2013,Willcox Lateral 2013 Expansion Project,El Paso Natural Gas,Lateral,Completed,3/27/2013,2013,"AZ,MX",AZ,MX,"Mountain, Mexico",Mountain,Mexico,,  23 ,0.1,185,, Interstate ,FERC,CP12-6,,,,
6/26/2009,Williams Blackwell-Cotton Valley Expansion,Williams Gas Pipelines Central,Lateral,Completed,11/1/2001,2001,"KS,MO",KS,MO,"South Central, Midwest",South Central,Midwest,,  20 ,  37 ,  55 ,"16,20",Interstate,FERC,CP99-576,,,,
6/26/2009,Williams NG KS-MO Expansion,Williams Gas Pipelines Central,Expansion,Completed,11/1/1997,1997,"KS,MO",KS,MO,"South Central, Midwest",South Central,Midwest,,  6 ,  13 ,  21 ,20,Interstate,FERC,CP97-776,,,,
6/26/2009,Williams NG Springfield Expansion,Williams Gas Pipelines Central,Expansion,Completed,11/1/1996,1996,MO,MO,MO,Midwest,Midwest,Midwest,,  14 ,  28 ,  23 ,20,Interstate,FERC,CP95-700,,,,
6/26/2009,Williams NG WY-KN Expansion,Williams Gas Pipelines Central,Expansion,Completed,12/15/1997,1997,"WY,CO,KS",WY,KS,"Mountain, South Central",Mountain,South Central,,  9 ,,  30 ,20,Interstate,FERC,CP97-07,,,,
6/26/2009,Williams Pleasant Hill Expansion,Williams Gas Pipelines Central,Expansion,Completed,5/29/2001,2001,"KS,MO",KS,MO,"South Central, Midwest",South Central,Midwest,,,  2 ,  88 ,24,Interstate,FERC,CP00-82,,,,
6/26/2009,Williams St Louis Expansion,Williams Gas Pipelines Central,Conversion,Completed,11/1/1998,1998,MO,MO,MO,Midwest,Midwest,Midwest,,  21 ,  200 ,  28 ,8,Intrastate,State,na,,,,
5/27/2020,Willis Lateral Project,Gulf South Pipeline,Lateral,Completed,5/29/2020,2020,TX,TX,TX,South Central,South Central,South Central,,  96 ,  19 ,200,  24 , Interstate ,FERC,CP18-525,No,Supply 1 GW Willis combined Cycle power plant,Electric,
6/26/2009,Windsor Energy Gathering Lateral,Windsor Energy Inc,Lateral,Completed,7/1/2006,2006,WY,WY,WY,Mountain,Mountain,Mountain,,  20 ,21,300,  10 , Intrastate ,State,na,,,,
11/25/2022,Wisconsin Access Project,ANR Pipeline,Expansion,Completed,11/1/2022,2022,"IL,WI",IL,WI,Midwest,Midwest,Midwest,,  6 ,,51,,Interstate,FERC,CP21-78,Yes,Upgrade compressor stations and meters to expand capacity by 50.7 MMcf/d to northeast Wisconsin,LDC,
11/13/2018,Wisconsin South Expansion Project,ANR Pipeline,Expansion,Completed,11/11/2018,2018,"IL,WI",IL,WI,Midwest,Midwest,Midwest,,  58 ,  1 ,  231 ,24, Interstate ,FERC,CP17-9,yes,,,
6/3/2015,Woodbridge lateral,Transcontinental Gas Pipeline,Lateral,Completed,3/26/2015,2015,NJ,NJ,NJ,Northeast,Northeast,Northeast,,  32 ,  2 ,  264 ,20,Interstate,FERC,CP14-18,No,,,
3/9/2010,WPSC Chilton Lateral,Wisconsin Public Service Corp,Lateral,Completed,11/1/2008,2008,WI,WI,WI,Midwest,Midwest,Midwest,,  1 ,1,49.99,  4 , Intrastate ,State,na,,,,
